c/n,f/f,operator,type,St
1696.0,2016-01-22,THY Turkish AL,330,C
1697.0,2016-07-01,SAS,330,C
1698.0,2016-01-22,Garuda Indonesia,330,C
1699.0,2015-12-23,China Southern AL,330,C
1700.0,2016-01-15,Iberia,330,C
1701.0,2016-01-15,Delta AL,330,C
1703.0,2016-01-14,Hong Kong AL/Hainan AL,330,C
1704.0,2016-10-02,THY Turkish AL,330,C
1706.0,2016-10-03,THY Turkish AL,330,C
1709.0,2016-01-01,Garuda Indonesia,330,C
1710.0,2016-10-03,Iberia,330,
1711.0,2016-03-02,Edelweiss AL,330,
1712.0,2016-03-17,Cebu Pacific AL,330,STD
1713.0,2016-03-23,THY Turkish AL,330,C
1714.0,2016-08-03,China Southern AL,330,C
1715.0,2016-02-19,SAS,330,C
1716.0,2016-12-04,Delta AL,330,C
1718.0,2016-05-18,THY Turkish AL,330,C
1719.0,2016-12-04,Iberia,330,C
1720.0,2016-11-05,Delta AL,330,C
1721.0,2016-07-06,Delta AL,330,C
1723.0,2016-05-04,Garuda Indonesia,330,C
1724.0,2016-08-06,Saudi Arabian AL,330,C
1725.0,2016-03-05,MEA,330,C
1726.0,2016-06-21,Saudi Arabian,330,C
1727.0,2016-02-05,Air Caraibes/French Blue,330,
1728.0,2016-10-06,Iberia,330,C
1729.0,2016-06-20,Saudi Arabian,330,C
1730.0,2016-05-25,Tibet AL,330,C
1731.0,2016-05-17,Saudi Arabian,330,C
1732.0,2016-05-24,Hawaiian AL,330,C
1733.0,2016-05-26,Garuda Indonesia,330,C
1734.0,2016-07-20,Saudi Arabian,330,C
1735.0,2016-06-15,MTAD,330,C
1736.0,2016-12-07,Iberia,330,C
1737.0,2016-07-19,Aerolineas Argentinas,330,C
1738.0,2016-08-25,Saudi Arabian,330,C
1739.0,2016-06-23,Saudi Arabian,330,C
1740.0,2016-08-08,Iberia,330,C
1741.0,2016-05-08,Rwandair,330,C
1742.0,2016-08-19,Aer Lingus,330,C
1743.0,2016-08-24,Saudi Arabian,330,C
1744.0,2016-06-09,Aer Lingus,330,C
1745.0,2016-10-28,South African AW,330,
1746.0,2016-10-08,Sichuan AL ,330,C
1747.0,2016-09-14,Iberia,330,C
1748.0,2016-06-10,Aerolineas Argentinas,330,C
1749.0,2016-11-11,Saudi Arabian,330,C
1751.0,2016-09-20,Saudi Basic Industries Company,330,
1752.0,2016-09-23,Air China,330,C
1753.0,2016-05-10,Beijing Capital AL,330,C
1754.0,2016-11-21,South African AW,330,
1755.0,2016-12-10,Iberia,330,C
1756.0,2016-02-11,Tianjin AL,330,C
1757.0,2016-10-25,South African AW,330,
1758.0,2016-11-30,Tianjin AL,330,C
1759.0,2016-11-18,Rwandair,330,C
1760.0,2016-11-17,China Southern AL,330,C
1761.0,2016-11-25,Iberia,330,C
1762.0,2016-10-11,MTAD,330,
1763.0,2016-06-12,Beijing Capital AL,330,C
1764.0,2016-07-12,Saudi Arabian AL,330,C
1765.0,2016-12-14,Air China,330,C
1766.0,2016-12-13,Saudi Arabian AL,330,C
1767.0,2016-12-16,EVA AW,330,C
1769.0,2017-01-17,Delta AL,330,C
1770.0,2017-01-24,Saudi Arabian AL,330,C
1771.0,2017-01-25,Tibet AL,330,C
1773.0,2017-03-02,Tianjin AL,330,C
1774.0,2017-04-02,Saudi Arabian AL,330,C
1775.0,2017-01-31,Beijing Capital AL,330,C
1776.0,2017-10-02,China Southern AL,330,C
1777.0,2017-03-13,Iberia,330,
1778.0,2017-10-03,EVA AW,330,C
1779.0,2017-03-20,South African AW,330,
1780.0,2017-01-03,Sichuan AL,330,C
1781.0,2017-03-15,Saudi Arabian AL,330,C
1782.0,2017-03-30,Beijing Capital AL,330,C
1783.0,2017-03-14,Delta AL,330,C
1784.0,2017-03-30,Iberia,330,
1785.0,2017-03-23,Tibet AL,330,C
1786.0,2017-12-04,Air China,330,C
1787.0,2017-04-28,MTAD,330,
1788.0,2017-04-25,China Eastern AL,330,C
1789.0,2017-03-04,Cebu Pacific AL,330,C
1790.0,2017-10-04,Saudi Arabian AL,330,C
1791.0,2017-05-05,Aer Lingus,330,C
1792.0,2017-04-27,South African AW,330,STD
1793.0,2017-06-24,China Southern AL,330,C
1794.0,2017-09-05,EVA AW,330,C
1796.0,2017-03-07,China Eastern AL,330,C
1797.0,2017-06-20,Saudi Arabian AL,330,C
1798.0,2017-05-19,China Eastern AL,330,C
1799.0,2017-06-13,MTAD,330,
1800.0,2017-07-31,Saudi Arabian AL,330,C
1801.0,2017-05-24,China Eastern AL,330,C
1802.0,2017-06-06,Air China,330,C
1803.0,2017-12-06,Saudi Arabian AL,330,C
1804.0,2017-01-08,China Eastern AL,330,C
1805.0,2017-06-16,Tianjin AL,330,C
1806.0,2017-06-10,EVA AW,330,C
1807.0,2017-11-07,Air China,330,C
1808.0,2017-11-22,MTAD,330,
1809.0,2017-06-29,China Eastern AL,330,C
1810.0,2017-07-27,Shenzhen AL,330,C
1811.0,2017-07-13,Air China,330,C
1812.0,2017-09-28,Saudi Arabian AL,330,C
1814.0,2017-08-23,China Southern AL,330,C
1815.0,2017-06-09,China Southern AL,330,C
1816.0,2017-07-26,China Eastern AL,330,C
1817.0,2017-01-09,Aer Lingus,330,C
1818.0,2017-09-15,China Southern AL,330,C
1819.0,2018-05-15,TAP Air Portugal,330,C
1820.0,2017-09-19,Thai Lion Air,330,
1821.0,2017-03-10,China Southern AL,330,C
1822.0,2017-02-10,MTAD,330,
1823.0,2017-09-16,Hawaiian AL,330,C
1825.0,2017-11-10,Sichuan AL,330,C
1826.0,2017-07-11,China Southern AL,330,C
1827.0,2017-09-10,Hainan AL,330,C
1828.0,2017-10-14,Thai Lion Air,330,
1829.0,2017-11-27,Shenzhen AL,330,C
1830.0,2017-11-15,MTAD,330,
1831.0,2017-10-31,Hainan AL,330,C
1832.0,2017-10-25,Thai Lion Air,330,
1834.0,2017-11-24,Saudi Arabian AL,330,C
1835.0,2017-11-29,Iberia,330,C
1836.0,2018-09-24,TAP Air Portugal,330,C
1837.0,2017-11-23,Hainan AL,330,C
1838.0,2017-12-20,Lucky Air,330,C
1839.0,2017-12-22,Shenzhen AL,330,C
1840.0,2017-12-20,Tianjin AL,330,C
1841.0,2017-06-12,China Eastern AL,330,C
1842.0,2018-01-17,China Eastern AL,330,C
1843.0,2017-12-21,Lucky Air,330,C
1844.0,2019-07-03,Air Belgium,330,C
1845.0,2018-01-16,Tibet AL,330,C
1846.0,2018-11-01,China Southern AL,330,C
1847.0,2018-01-23,Beijing Capital AL,330,C
1848.0,2018-01-30,MTAD,330,
1849.0,2018-01-22,Tianjin AL,330,C
1850.0,2018-11-19,TAP Air Portugal,330,C
1851.0,2018-02-27,Lucky Air,330,C
1852.0,2018-06-02,China Southern AL,330,C
1854.0,2018-07-02,Iberia,330,C
1855.0,2018-02-15,Hainan AL,330,C
1856.0,2018-02-28,Sichuan AL,330,C
1857.0,2018-03-20,MTAD,330,
1858.0,2018-03-21,China Southern AL,330,C
1859.0,2018-03-13,Tibet AL,330,C
1860.0,2018-03-15,Hainan AL,330,C
1861.0,2021-07-21,Air Belgium,330,C
1862.0,2018-04-16,Beijing Capital AL,330,C
1863.0,2018-03-14,Hong Kong AL,330,STD
1864.0,2018-12-05,Level,330,
1865.0,2018-04-17,Hong Kong AL,330,STD
1866.0,2018-05-22,Lucky Air,330,C
1867.0,2018-04-27,Shenzhen AL,330,C
1868.0,2018-10-04,China Eastern AL,330,C
1869.0,2018-05-19,China Eastern AL,330,C
1870.0,2019-12-13,Citilink,330,
1871.0,2018-07-05,Hainan AL,330,C
1872.0,2018-05-18,Nepal AL,330,C
1873.0,2018-05-18,China Eastern AL,330,C
1874.0,2018-12-07,Hong Kong AL,330,STD
1875.0,2018-07-06,Hainan AL,330,C
1876.0,2019-11-01,Azul L.A.,330,C
1877.0,2018-07-06,Level,330,C
1878.0,2018-06-20,Nepal AL,330,C
1879.0,2018-03-07,Shenzhen AL,330,C
1880.0,2018-06-13,Beijing Capital AL,330,C
1881.0,2018-06-26,China Eastern AL,330,C
1882.0,2018-07-17,Level,330,
1883.0,2018-04-07,MTAD,330,
1884.0,2019-02-16,Air Mauritius,330,C
1885.0,2018-07-14,China Southern AL,330,C
1887.0,2019-11-16,Citilink,330,C
1889.0,2018-07-24,Shenzhen AL,330,C
1890.0,2019-05-13,Air Mauritius,330,C
1891.0,2018-05-09,MTAD,330,
1892.0,2018-10-12,TAP Air Portugal,330,C
1893.0,2018-08-27,Hainan AL,330,C
1894.0,2018-09-13,China Southern AL,330,C
1895.0,2019-06-24,Azul L.A.,330,C
1896.0,2018-08-27,Hainan AL,330,C
1897.0,2019-04-25,TAP Air Portugal,330,C
1898.0,2018-09-13,Hainan AL,330,C
1899.0,2018-08-10,Hainan AL,330,C
1900.0,2019-12-02,TAP Air Portugal,330,C
1901.0,2019-12-06,Thai Air Asia X,330,C
1903.0,2019-03-05,Thai Air Asia X,330,C
1904.0,2019-01-22,TAP Air Portugal,330,C
1905.0,2018-11-27,China Eastern AL,330,C
1906.0,2019-05-04,TAP Air Portugal,330,C
1907.0,2018-11-21,K5 Aviation,330,C
1908.0,2019-03-15,TAP Air Portugal,330,C
1909.0,2019-05-31,TAP Air Portugal,330,C
1910.0,2019-01-29,Air Senegal,330,C
1912.0,2019-12-02,Sichuan AL,330,C
1913.0,2019-06-28,TAP Air Portugal,330,C
1914.0,2019-09-04,TAP Air Portugal,330,C
1915.0,2019-07-05,Delta AL,330,C
1916.0,2019-03-18,MTAD,330,
1917.0,2019-02-22,Capital AL,330,STD
1918.0,2019-07-16,TAP Air Portugal,330,C
1919.0,2019-06-26,MTAD,330,
1920.0,2019-05-28,Delta AL,330,C
1921.0,2019-11-07,TAP Air Portugal,330,C
1922.0,2019-08-21,TAP Air Portugal,330,C
1923.0,2019-09-13,Air Senegal,330,C
1924.0,2019-12-16,Azul L.A.,330,C
1925.0,2019-09-23,TAP Air Portugal,330,C
1926.0,2019-06-27,Lion Air,330,C
1927.0,2019-05-06,Lion Air,330,C
1928.0,2019-04-26,SAS,330,C
1929.0,2019-07-16,Hi Fly,330,
1931.0,2019-07-31,Delta AL,330,C
1932.0,2019-05-24,Level,330,C
1933.0,2019-09-27,Thai Lion Air,330,
1934.0,2019-11-13,Azul L.A.,330,C
1935.0,2019-09-13,Delta AL,330,C
1936.0,2019-08-26,Level,330,
1937.0,2019-07-16,Aircalin,330,C
1938.0,2019-11-09,Aircalin,330,C
1939.0,2019-10-10,Thai Lion Air,330,
1941.0,2019-11-22,TAP Air Portugal,330,C
1942.0,2019-09-26,MTAD,330,
1943.0,2019-03-10,TAP Air Portugal,330,C
1946.0,2019-10-25,Garuda Indonesia,330,C
1947.0,2019-10-28,Garuda Indonesia,330,C
1948.0,2019-10-16,Garuda Indonesia,330,C
1949.0,2019-07-11,Delta AL,330,C
1950.0,2019-11-21,Aer Lingus,330,C
1951.0,2020-11-02,Aer Lingus,330,C
1952.0,2020-11-26,Azul L.A.,330,C
1953.0,2020-06-04,Delta AL,330,C
1954.0,2019-10-23,TAP Air Portugal,330,C
1956.0,2020-01-27,Lion Air,330,C
1957.0,2020-03-03,Delta AL,330,C
1958.0,2020-04-02,Condor,330,STD
1959.0,2020-03-06,Condor,330,STD
1960.0,2020-02-28,MTAD,330,
1962.0,2020-07-09,Delta AL,330,C
1963.0,2020-05-25,Orbest,330,C
1964.0,2020-06-26,Kuwait AW,330,C
1965.0,2020-02-21,MTAD,330,
1966.0,2022-11-28,Condor,330,
1968.0,2020-05-28,MTAD,330,
1969.0,2020-07-30,Kuwait AW,330,C
1970.0,2022-09-30,Cebu Pacific AL,330,C
1975.0,2020-10-30,Corsair,330,C
1977.0,2020-11-18,Uganda AL,330,C
1978.0,2020-11-20,Lion Air,330,C
1979.0,2020-11-30,Uganda AL,330,C
1981.0,2021-01-19,Sunclass AL,330,
1982.0,2020-08-24,MTAD,330,
1983.0,2021-04-03,Delta AL,330,C
1984.0,2021-01-03,Thai Lion Air,330,
1986.0,2021-01-03,Corsair,330,C
1987.0,2021-06-08,Thai Lion Air,330,C
1989.0,2020-10-15,MTAD,330,
1990.0,2021-02-04,Delta AL,330,C
1991.0,2021-03-05,Delta AL,330,C
1992.0,2021-08-27,Corsair,330,C
1993.0,2021-05-19,Corsair,330,C
1994.0,2022-01-24,Delta AL,330,C
1995.0,2022-06-13,Delta AL,330,C
1996.0,2022-05-20,Delta AL,330,C
1997.0,2022-09-29,Delta AL,330,C
1998.0,2021-05-25,MTAD,330,
1999.0,2022-04-03,Delta AL,330,C
2000.0,2022-08-02,Delta AL,330,C
2001.0,2021-09-22,Cebu Pacific AL,330,C
2002.0,2021-11-17,Cebu Pacific AL,330,C
2003.0,2021-10-22,Starlux AL,330,C
2004.0,2021-06-12,Cebu Pacific AL,330,C
2005.0,2021-03-08,Kuwait AW,330,C
2006.0,2022-11-02,Starlux AL,330,C
2007.0,2021-12-21,MTAD,330,
2008.0,2021-10-08,MTAD,330,
2009.0,2022-07-04,Corsair,330,C
2010.0,2022-01-04,Delta AL,330,C
2011.0,2021-10-20,MTAD,330,
2012.0,2022-02-15,MTAD,330,
2013.0,2022-11-05,Starlux AL,330,
2014.0,2022-07-18,Delta AL,330,
2015.0,2022-05-19,MTAD,330,
2016.0,2022-08-23,Kuwait AW,330,C
2017.0,2022-07-27,Starlux AL,330,C
2018.0,2022-12-08,Virgin Atlantic,330,C
2019.0,2022-09-13,Virgin Atlantic,330,C
2020.0,2022-10-25,Air Greenland,330,C
2022.0,2022-10-17,French Air Force,330,C
2023.0,2022-10-11,United Arab Emirates AF,330,
2024.0,2022-08-12,Condor,330,
