c/n,f/f,operator,type,St
124.0,2013-03-25,British AW,380,C
125.0,2013-06-18,Thai AW,380,STD
126.0,2013-01-24,Korean AL,380,C
127.0,2013-04-23,Emirates AL,380,C
128.0,2013-03-20,Korean AL,380,C
130.0,2014-02-12,Korean AL,380,C
131.0,2013-04-24,Thai AW,380,STD
132.0,2013-02-22,Emirates AL,380,C
133.0,2013-04-10,Emirates AL,380,C
134.0,2013-05-13,Emirates AL,380,C
135.0,2013-05-22,Emirates AL,380,C
136.0,2013-06-03,Emirates AL,380,C
137.0,2013-09-06,Qatar AW,380,C
138.0,2013-06-24,Emirates AL,380,C
139.0,2013-07-05,Emirates AL,380,C
140.0,2013-07-15,Emirates AL,380,C
141.0,2013-10-08,Emirates AL,380,C
142.0,2013-11-06,Emirates AL,380,C
143.0,2013-11-08,Qatar AW,380,C
144.0,2013-08-01,British AW,380,C
145.0,2014-02-11,Qatar AW,380,C
146.0,2013-10-14,Lufthansa,380,STD
147.0,2013-11-05,Emirates AL,380,C
148.0,2013-10-09,British AW,380,C
149.0,2013-12-02,Lufthansa,380,STD
150.0,2013-12-10,Emirates AL,380,C
151.0,2014-01-13,British AW,380,C
152.0,2013-12-13,Asiana AL,380,C
153.0,2014-01-24,Emirates AL,380,C
154.0,2014-02-18,Emirates AL,380,C
155.0,2014-02-25,Asiana AL,380,C
156.0,2014-03-05,Korean AL,380,C
157.0,2014-03-12,Emirates AL lsd,380,C
158.0,2014-03-24,Emirates AL,380,C
159.0,2014-04-14,Emirates AL,380,C
160.0,2014-05-14,Qatar AW,380,C
161.0,2014-04-24,British AW,380,C
162.0,2014-04-02,Emirates AL,380,C
163.0,2014-05-19,British AW,380,C
164.0,2014-06-05,Emirates AL lsd,380,C
165.0,2014-06-24,Emirates AL,380,C
166.0,2014-06-16,Etihad AW,380,STD
167.0,2017-10-17,Emirates AL,380,C
168.0,2014-07-16,Emirates AL,380,C
169.0,2014-07-31,Emirates AL,380,C
170.0,2014-09-17,Etihad AW,380,STD
171.0,2014-08-27,Emirates AL,380,C
172.0,2014-10-06,Emirates AL,380,C
173.0,2014-09-22,British AW,380,C
174.0,2014-11-07,Emirates AL,380,C
175.0,2014-10-22,Lufthansa,380,STD
176.0,2014-11-27,Etihad AW,380,STD
177.0,2014-11-06,Lufthansa,380,STD
178.0,2014-12-09,Emirates AL,380,C
179.0,2014-12-17,Asiana AL,380,C
180.0,2015-01-28,Etihad AW,380,STD
181.0,2015-01-22,Qatar AW,380,C
182.0,2015-02-02,Emirates AL,380,C
183.0,2015-02-10,Asiana AL,380,C
184.0,2015-02-18,Emirates AL,380,C
186.0,2015-03-03,Emirates AL,380,C
187.0,2015-03-10,Emirates AL,380,C
188.0,2015-03-19,Emirates AL,380,C
189.0,2015-04-24,Qatar AW,380,C
190.0,2015-04-21,Emirates AL,380,C
191.0,2015-05-20,Etihad AW,380,STD
192.0,2015-06-12,British AW,380,C
193.0,2016-06-05,Qatar AW,380,C
194.0,2015-09-14,British AW,380,C
195.0,2015-10-12,Etihad AW,380,STD
197.0,2016-12-06,Qatar AW,380,C
198.0,2015-11-10,Etihad AW,380,STD
199.0,2015-12-22,Etihad AW,380,STD
200.0,2015-05-12,Emirates AL,380,C
201.0,2015-06-03,Emirates AL,380,C
202.0,2015-06-25,Emirates AL,380,C
203.0,2015-07-16,Emirates AL,380,C
204.0,2015-07-29,Emirates AL,380,C
205.0,2015-08-11,Emirates AL,380,C
206.0,2015-09-28,Emirates AL,380,C
207.0,2015-10-27,Emirates AL,380,C
208.0,2015-11-23,Emirates AL,380,C
209.0,2015-12-03,Emirates AL,380,C
210.0,2016-01-13,Emirates AL,380,C
211.0,2016-01-22,Emirates AL,380,C
213.0,2016-02-09,Emirates AL,380,C
214.0,2016-02-26,Emirates AL,380,C
215.0,2016-02-15,British AW,380,C
216.0,2016-03-08,Emirates AL,380,C
217.0,2016-03-21,Emirates AL,380,C
218.0,2016-04-06,Emirates AL,380,C
219.0,2016-04-19,Emirates AL,380,C
220.0,2016-05-09,Emirates AL,380,C
221.0,2016-05-24,Emirates AL,380,C
222.0,2016-06-14,Emirates AL,380,C
223.0,2016-06-29,Emirates AL,380,C
224.0,2016-07-19,Emirates AL,380,C
225.0,2016-06-23,Emirates AL,380,C
226.0,2016-07-12,Emirates AL,380,C
227.0,2016-07-26,Emirates AL,380,C
228.0,2016-09-14,Emirates AL,380,C
229.0,2016-09-29,Emirates AL,380,C
230.0,2016-05-17,Asiana AL,380,C
231.0,2016-08-10,Asiana AL,380,C
232.0,2016-10-28,Emirates AL,380,C
233.0,2016-10-25,Etihad AW,380,STD
234.0,2017-02-09,Emirates AL,380,C
235.0,2017-07-27,Qatar AW,380,C
236.0,2017-01-24,Emirates AL,380,C
237.0,2017-01-04,Etihad AW,380,STD
238.0,2017-01-27,Emirates AL,380,C
239.0,2017-02-20,Emirates AL,380,C
240.0,2017-05-03,Emirates AL,380,C
241.0,2017-03-08,Emirates AL,380,C
242.0,2017-04-03,Emirates AL,380,C
243.0,2017-03-17,Singapore AL,380,C
244.0,2017-06-08,Emirates AL,380,C
247.0,2017-06-07,Singapore AL,380,C
248.0,2018-03-13,Emirates AL,380,C
249.0,2018-04-24,Emirates AL,380,C
250.0,2018-05-30,Emirates AL,380,C
251.0,2017-09-20,Singapore AL,380,C
252.0,2018-07-11,Emirates AL,380,C
253.0,2018-01-05,Singapore AL,380,C
254.0,2017-12-12,Qatar AW,380,C
255.0,2018-02-13,Singapore AL,380,C
256.0,2018-10-18,Emirates AL,380,C
257.0,2018-07-30,Emirates AL,380,C
258.0,2019-04-04,Emirates AL,380,C
259.0,2019-02-05,Emirates AL,380,C
260.0,2019-06-06,Emirates AL,380,C
261.0,2019-07-24,Emirates AL,380,C
262.0,2018-09-17,All Nippon AW,380,C
263.0,2018-12-18,All Nippon AW,380,C
264.0,2019-12-02,Emirates AL,380,C
266.0,2019-10-10,All Nippon AW,380,C
267.0,2020-02-19,Emirates AL,380,C
268.0,2020-10-01,Emirates AL,380,C
269.0,2020-08-12,Emirates AL,380,C
270.0,2020-11-26,Emirates AL,380,C
271.0,2021-02-11,Emirates AL,380,C
272.0,2021-03-17,Emirates AL,380,C
